,0
115,3.123764428290516
116,3.2288171775994265
117,3.0680998674070876
118,3.26377359303645
119,2.815394891422775
120,3.0871545115930834
121,2.990732869048824
122,3.1265345303884433
123,3.122160780639072
124,3.14014891008275
125,2.9630770527689574
126,3.262065369983396
127,2.9662764031061957
128,2.641246431051949
129,2.700716583958728
130,2.679905794064548
131,3.210164607408698
132,3.0329355911322717
133,3.169840029911812
134,3.219008044259425
135,3.1743712581863917
136,3.103407089449113
137,3.0253026468551996
138,3.1567266238817777
139,3.2754610199083523
140,3.1250652331066697
141,3.22513112490452
142,3.15341793804674
143,3.0415748863804772
144,3.2004956343625666
145,3.282186158739127
146,3.2441167724464623
147,3.271982994171478
148,3.2793863709179822
149,3.291294192385583
150,3.2820641103933736
151,2.9914131869457976
152,3.2854869457438287
153,3.2843778803687784
154,3.2868545236801086
155,3.2820899398181895
156,3.2736006643088995
157,3.281822637025612
158,3.1251880578548805
159,3.2877527886714155
160,3.2758384177759767
161,3.2387485522488078
162,3.2291251336836275
163,3.2382314838894475
164,3.2815726079337817
165,3.254397335464823
166,2.8552057036990925
167,2.9379469682142463
168,3.0282188799377985
169,3.0611971766157313
170,3.1193764944286846
171,2.925546880260961
172,3.0278166849971675
173,3.1143057254930424
174,3.055118421251196
175,3.136493889885241
176,2.9116693952203043
177,2.994154597233259
178,2.810285528105169
179,2.9192102441558627
180,2.975192702642251
181,3.0061663631147066
182,3.020880162427402
183,2.9187709888183258
184,2.854477706281098
185,2.879008722091296
186,2.802203177492598
187,2.9169625130867343
188,2.9406230733523175
189,2.8616207301798435
190,2.96618987992334
191,3.0392864034105043
192,2.833440237064979
193,3.0758780845606366
194,2.735950649498387
195,2.9815923147351273
196,2.911693339365925
197,2.9602026388779445
198,2.9274281035190164
199,3.0749546020247953
200,2.918869302167153
201,2.946337526894089
202,3.018148530243245
203,3.027720692014178
204,2.850175686938021
205,2.930168383603833
206,2.873265682429953
207,3.0238507774240193
208,2.938859341606372
209,2.9157924107538333
210,2.958437281849156
211,2.9052762523062903
212,2.959991501384963
213,2.9305417573744705
214,3.0500572899578486
215,2.95699960007662
216,2.9733484085570066
217,2.8708557337826233
218,3.0762664542226066
219,3.081506847315357
220,2.9567558814833506
221,2.971634331690473
222,2.882511869129552
223,2.890033863136466
224,2.9294357621642435
225,2.8654007992395463
226,2.7467758552254797
227,2.9196222808106147
228,3.133694419069964
229,2.9950655864987703
230,2.963567865300457
231,3.0233164402564334
232,3.0849815635556324
233,2.9422909182110497
234,2.936104719298426
235,3.008915170705822
236,3.04335089871241
237,2.8813857757012786
238,2.9180616222614066
239,3.0050252856009143
240,2.963368907576886
241,2.979800811818732
242,2.9704597308834555
243,2.934481466744433
244,2.9394739560830274
245,2.845421738086666
246,3.0325169352045225
247,2.8504956958303675
248,2.9052012941945637
249,3.015737389965941
250,2.9651724873188847
251,3.015752270168819
252,2.948811908099316
253,2.953812159040143
254,2.711885473964819
255,2.939776977677429
256,2.754932004756972
257,2.882066752802322
258,2.867083544596476
259,2.8916916828347676
260,2.9129959333753415
261,3.010678165957462
262,2.9920805570503552
263,2.9149906944759927
264,2.886421607700865
265,2.9217009169224797
266,2.9894259135849635
267,2.9903226880920446
268,3.0988461756211323
269,3.0734001778431783
270,2.9947582517788454
271,2.603572400421731
272,2.836192395013095
273,2.968168750383778
274,2.8933403157052022
275,2.9951590878042826
276,2.785127828325927
277,2.8559972957336317
278,2.8979934828500338
279,2.976628421144689
280,3.0958801194865364
281,3.0733049772612575
282,2.914163254255918
283,2.9970883958079604
284,2.9985730615316655
285,2.8707184076295267
286,2.9554271429514274
287,2.994414099872609
288,3.1272170912091077
289,3.0732972736447577
290,2.9446582270036266
291,2.888369740658573
292,2.852939206195469
293,3.024100309179791
294,2.892182204785067
295,2.86589427002889
296,3.0605407244483045
297,3.1345837993823227
298,2.9980253022979277
299,2.9006518507059273
300,2.8610573714396526
301,2.8076680648485617
302,2.863384567717082
303,2.960833296419494
304,2.9593975159816908
305,2.8632411843671908
306,2.7970222387011785
307,2.8655332285010235
308,2.8930789957274627
309,3.0563988567138423
310,2.9608448885595218
311,3.014148304496771
312,2.996727176574105
313,2.9572082809904416
314,2.963572627693674
315,2.97822849169289
316,2.8914524845073895
317,3.090635095147901
318,2.888683548431542
319,2.865838373330925
320,2.8682840331257715
321,2.89775674702976
322,3.009389291644413
323,2.8320120904531136
324,2.917496049820479
325,2.951782952156979
326,2.88428587005986
327,2.8324837411530868
328,2.7532876766034
329,2.9001217336070146
330,3.0752422904308876
331,2.9209036412640326
332,2.985985994446113
333,2.9144518357861227
334,2.994384762121257
335,3.069537609682845
336,2.87008881430617
337,2.9761364197164646
338,3.0121342658073713
339,2.654701667002823
340,2.952012489159434
341,2.9118380902582235
342,2.9103323398838983
343,3.08157099158455
344,2.8541915089462613
345,2.954116184260778
346,2.957892852688287
347,2.90834756284327
348,2.8906003954465964
349,3.0606449683995165
350,3.0288070518771772
351,2.919493396063784
352,2.7995912778304093
353,3.012824235827247
354,2.9800002580772773
355,2.972580487230819
356,2.9796220053111515
357,3.016935477520223
358,3.0137752498356254
359,2.884979295535096
360,2.8720406744334723
361,2.9003017423033426
362,3.0542643641823455
363,2.9388865198377117
364,2.833692061636649
365,2.8880192855110027
366,2.8410400218182614
367,3.1725578282094142
368,2.963939397456243
369,2.9365438368100616
370,2.8933711403277815
371,2.9575319459521388
372,2.9038591960991877
373,3.0022481957901355
374,2.9315663733750292
375,2.840612502716982
376,3.069700806373358
377,2.997561029901382
378,2.861153587283164
379,2.97564064749976
380,2.801390064704823
381,2.837654289693503
382,2.93447546855657
383,2.814679333504455
384,2.9174886941530978
385,3.032725184772048
386,2.8505304995920984
387,2.9334023808765592
388,2.909910357408894
389,2.94048807311051
390,2.8794907278959507
391,2.975959229205516
392,2.881132550883459
393,3.0922031504667684
394,2.880200192808873
395,2.928492732786805
396,3.1538904557269793
397,2.8569510005487007
398,2.737775158860743
399,2.9965500777551406
400,2.6610305499388454
401,2.8110621640495617
402,2.9784298805226554
403,2.9448890670147376
404,2.9441961356768918
405,2.8842308338651814
406,2.8275505236572624
407,2.949908398947579
408,2.894016262813734
409,2.954712196052229
410,3.103744720290457
411,2.8000425529105306
412,2.922964739062263
413,3.046985633077231
414,2.9023355719043216
415,2.9638362763377653
416,2.9937372801388316
417,2.8263521043135986
418,2.764243648192066
419,2.975135308555351
420,3.080408170839043
421,2.9010584643581128
422,2.830347997968812
423,2.638280677280765
424,2.975402183221486
425,2.927008840352034
426,2.943790332443153
427,2.8916247777712027
428,2.8960331019489334
429,3.1432435430275447
430,2.8715432696946315
431,2.8724960080943998
432,2.853240836801962
433,2.654905376266503
434,2.9394439232287626
435,2.925483779594
436,3.0565965243328637
437,3.004286309395704
438,2.7149324030590924
439,3.049594313324872
440,2.779123145596104
441,2.9320209222450293
442,2.984986824937737
443,2.907292114140011
444,2.9082474236649594
445,2.9643773051541555
446,2.969587437883908
447,2.982282094586075
448,2.9164390059869136
449,2.882117390408891
450,3.008971964691593
451,2.9950722973782944
452,2.7337632420030205
453,2.839454573340557
454,2.7904785992693704
455,2.9474348246784188
456,2.744031214423784
457,3.056418707029799
458,3.0173126443942784
459,2.971642764302525
460,2.953494691510439
461,2.9277857018677715
462,2.9194002684661418
463,2.8916480486227396
464,3.0718265722358638
465,2.976822774007318
466,3.025039154825756
467,3.009428424242249
468,2.8803878861801033
469,2.928510215729376
470,2.9259839197966158
471,2.920138916312851
472,3.0091734651151936
473,2.9775126441901203
474,3.1112016972461833
475,2.983791126659235
476,2.9745184298995166
477,2.9879583335515796
478,2.958525583576739
479,2.9654734537702834
480,2.9589435915243447
481,3.1348739543645032
482,2.9829505209485525
483,3.111653503459908
484,2.6843868769417587
485,2.934062797708825
486,3.0055021568304
487,3.093605786306365
488,3.012823280010968
489,3.011873824682853
490,2.8961105299564602
491,2.9336527169717503
492,2.7962008323809293
493,2.999091929723707
494,3.045600804355718
495,2.7375903229628147
496,3.0052514244172737
497,3.1393694995971373
498,2.9030277838821656
499,2.729255774006367
500,2.9475635519601235
501,2.9039454902755293
502,2.9291165558297196
503,3.03223325014487
504,2.922549857830639
505,3.0929917686920385
506,2.9211130308792588
507,2.971694626357501
508,3.0376019707970667
509,2.6385232486036796
510,2.949479953522764
511,3.0115678685234326
512,2.9043398055766314
513,2.598984904068816
514,3.0102824278459415
515,2.9378070086446932
516,2.5898642061723023
517,2.809325610279263
518,2.731684604022743
519,2.948287485498749
520,2.8010183871119847
521,2.8493568650811203
522,2.870452063390099
523,2.71112692708849
524,2.8618591764317616
525,3.0166404366936983
526,2.80058198346654
527,2.806019501906545
528,2.521299860649789
529,2.8420303114707415
530,2.9039310154670095
531,3.0514386656215158
532,3.0418105467529633
533,2.8062596823502552
534,3.077663087456794
535,2.9026663482507735
536,3.043497490081416
537,2.8781102248100066
538,2.980895312195067
539,3.091314128310968
540,3.0514386656215158
541,2.977327095378534
542,2.5851908685306433
543,2.9010851262967026
544,3.0051283054140456
545,2.716935209073367
546,3.034501174030215
547,2.4195294535294116
548,2.6918078428863033
549,2.9388712937974644
550,2.849461606297811
551,3.0284440644554
552,2.668828567402036
553,2.8061818111538206
554,2.9026025782123286
555,2.9996131986677153
556,2.847938678459323
557,2.66351029915506
558,2.881601188536733
559,2.90569003113995
560,2.7494353384910806
561,2.766931287887837
562,2.9092693086109547
563,2.9479193336835565
564,3.116980890422683
565,2.8572336086681256
566,2.9019876252160595
567,2.7832669200162825
568,3.0020981628795083
569,2.890959041318798
570,2.851176138194086
571,3.0378253143833214
572,2.753283863901977
573,2.865457291039981
574,2.8768542566294513
575,3.027627853399662
576,2.8317115900523016
577,2.9652807554278304
578,2.848696663210672
579,2.917322979996174
580,2.6368934740731125
581,2.930483129541977
582,2.9570675666916193
583,2.9697144222836025
584,3.0652052373747964
585,2.8026410030433864
586,2.936153538291132
587,2.9066515604848866
588,2.9840944928094837
589,2.939623560763371
590,2.906726561434067
591,2.798230281277204
592,2.608806369577797
593,2.9958447188316364
594,2.734180141512065
595,2.9009431803474315
596,2.860014476484833
597,2.840989637246833
598,2.7992213844009237
599,2.7575085509266275
600,2.7718720455026555
